,Unnamed: 0,SL.NO.,S_ID,Department,GENDER (M/F),AGE,X Exam,X Board,X School,X Subjects,X Medium,X YOP,X Percentage,X Actual Percentage,X Marks Obtained,X Total Marks,XII Exam,XII Board,XII School,XII Subjects,XII Medium,XII YOP,XII Std Percent,XII Actual Percent,XII Marks Obtained,XII Total Marks,Diploma Stream,Dip Uni/Board/Council,Dip Institute,Dip Medium,Dip YOP,Dip Aggregate Marks %,Permanent Loc State,Entrance Exam,Clg Year of Entry,Clg Year of Passing,Sem1,Sem2,Sem3,Sem4,Sem5,Sem Avg,Backlog Count
33,33,34,1310905011.0,AEIE,F,21,SECONDARY SCHOOL EXAMINATION,CENTRAL BOARD OF SECONDARY EDUCATION,"DELHI PUBLIC SCHOOL,FARAKKA","ENGLISH COMM. ,HINDI COURSE-B,SCIENCE ,SOCIAL SCIENCE , MATHEMATICS",ENGLISH,2011.0,79.8,79.8,,,ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION,CBSE,"DELHI PUBLIC SCHOOL, FARAKKA","ENGLISH, PHYSICS,MATHEMATICS, CHEMISTRY, PHYSICAL EDUCATION",ENGLISH,2013.0,79.2,79.2,396,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.96,4.17,6.11,7.1,7.12,6.292,5.0
34,34,35,1310905018.0,AEIE,M,21,"ALL INDIA SECONDARY SCHOOL EXAMINATION, 2010",CENTRAL BOARD OF SECONDARY EDUCATION,"K V 3, RING ROAD, NARAINA, DELHI CANTT, NEW DELHI","ENGLISH COMMUNICATION,HINDI COURSE- A,MATHEMATICS,SCIENCE,SOCIAL SCIENCE",ENGLISH,2010.0,89.3,89.3,,500,"ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION, 2012",CBSE,"K V 3, RING ROAD, NARAINA, DELHI CANTT, NEW DELHI","ENGLISH CORE,MATHEMATICS,PHYSICS,CHEMISTRY,COMPUTER SCIENCE",ENGLISH,2012.0,61.4,61.4,307,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.78,7.69,7.48,8.66,8.16,7.954000000000001,
35,35,36,1310905002.0,AEIE,M,20,MADHYAMIK,WBBSE,ST. LAWRENCE HIGH SCHOOL,HISTORY-GEOGRAPHY-PHYSICAL SCIENCE-BIOLOGY-MATHEMATICS,ENGLISH,2011.0,81.2,81.2,650,800,HIGHER SECONDARY,WBCHSE,ST. LAWRENCE HIGH SCHOOL,PHYSICS-CHEMISTRY-MATHEMATICS-BIOLOGY,ENGLISH,2013.0,63.8,63.8,319,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.78,6.59,6.33,7.0,7.2,6.780000000000001,
36,36,37,1310905116.0,AEIE,F,20,MADHYAMIK,WEST BENGAL BOARD OF SCACONDARY EDUCATION,SARBANGAPUR JANAKALYAN SANGHA ADARSHA VIDYAPITH,"FIRST LANGUAGE-1ST PAPER,FIRST LANGUAGE-2ND PAPER,SECOND LANGUAGE,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,OPTIONAL ELECTIVE SUBJECT",BENGALI,2011.0,84.88,85,765,900,HIGHER SECONDARY,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,BARASAT KALIKRISHNA GIRL'S HIGH SCHOOL,"BENGALI,ENGLISH,CHEMISTRY,MATHEMATICS,PHYSICS,BIOLOGY,ENVIRONMENT SCIENCE",BENGALI,2013.0,70.5,68.86,482,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.56,6.93,7.19,7.28,8.16,7.424000000000001,
37,37,38,1310905028.0,AEIE,M,20,MADHYAMIK PARIKSHA(SECONDARY EXAMINATION),WEST BENGAL BOARD OF SECONDARY EDUCATION,MEDGACHI HIGH SCHOOL,"FIRST LANGUAGE-(1ST PAPER),FIRST LANGUAGE-(2ND PAPER),SECOND LANGUAGE,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2011.0,88.25,88.25,706,800,HIGHER SECONDARY,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,DHATRIGRAM HIGH SCHOOL(H.S),"BENGALI,ENGLISH,PHYSICS,CHEMISTRY,MATHEMATICS,BIOLOGICAL SCIENCES,ENVIRONMENTAL EDUCATION",BENGALI,2013.0,79.6,79.0,553,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.15,7.45,7.11,7.69,7.88,7.456,
38,38,39,1310905031.0,AEIE,F,21,ALL INDIA SECONDARY SCHOOL EXAMINATION 2011,"CENTRAL BOARD OF SECONDARY EDUCATION,DELHI","DAYAWATI MODI PUBLIC SCHOOL,CHANDIL,SERAIKELLA,JHARKHAND","MATHEMATICS,SOCIAL SCINCE,HINDI COURSE-A,FOUNDATION OF INFORMATION TECHNOLOGY,ENGLISH COMMUNICATION,SCIENCE-THEORY",ENGLISH,2011.0,89.3,89.3,,600,"ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION,2013",CENTRAL BOARD OF SECONDARY EDUCATON,"DAYANAND ANGLO VEDIC PUBLIC SCHOOL, ITKI ROAD,PO HEHAL,RANCHI,JHARKHAND","ENGLISH CORE,MATHEMATICS,PHYSICS,CHEMISTRY,PHYSICAL EDUCATION",ENGLISH,2013.0,64.8,64.8,324,500.0,,,,,,,JHARKHAND,WBJEE,2013.0,2017.0,6.48,6.83,6.67,6.48,7.12,6.715999999999999,1.0
39,39,40,1310905119.0,AEIE,M,22,MADHYAMIK(SECONDARY EXAMINATION),WEST BENGAL BOARD OF SECONDARY EDUCATION,PURUSOTTAMPUR HIGH SCHOOL,"1. BENGALI-(1ST PAPER), 2. BENGALI-(2ND PAPER), 3. ENGLISH 4. MATHEMATICS, 5. PHYSICAL SCIENCE, 6. LIFE SCIENCE, 7. HISTORY, 8. GEOGRAPHY, 9. WORK EDUCATION GROUP",BENGALI,2010.0,79,79.77,718,900,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,BISHNUPUR KRITTIBAS MUKHERJEE HIGH SCHOOL,"1. BENGALI, 2. ENGLISH, 3. CHEMISTRY, 4. MATHEMATICS, 5. PHYSICS, 6. BIOLOGICAL SCIENCES, 7. ENVIRONMENTAL EDUCATION",BENGALI,2012.0,68.4,68.14,477,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.22,6.38,6.74,6.62,6.8,6.552,
40,40,41,1310905034.0,AEIE,M,21,MADHYAMIK,WEST BENGAL BOARD OF SECONDARY EDUCATION,JADAVPUR BIDYAPITH,"BENGALI(1ST PAPER),ENGLISH(SECOND LANGUAGE),MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2011.0,84.25,84.25,674,800,HIGHER SECONDARY,WEST BENGAL COUNCIL OF HIGHER SECONADRY EDUCATION,JADAVPUR BIDYAPITH,"BENGALI,ENGLISH,CHEMISTRY, MATHEMATICS,PHYSICS,BIOLOGY, ENVIRONMENTAL SCIENCE",ENGLISH,2013.0,68.8,69.14,484,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.93,7.76,7.56,8.17,8.0,7.884,
41,41,42,1310905001.0,AEIE,M,20,MADHYAMIK PARIKSHA,WEST BENGAL BOARD OF SECONDARY EDUCATION,RAMAKRISHNA VIVEKANANDA MISSION VIDYABHAVAN,"BENGALI,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2011.0,79.62,79.62,637,800,HIGHER SECONDARY,W.B.C.H.S.E,BARRACKPORE GOVT HIGH SCHOOL,"BENGALI,ENGLISH,PHYSICS,CHEMISTRY,MATHEMATICS,BIOLOGICAL SCIENCE,ENVIRONMENTAL EDUCATION",BENGALI,2013.0,66.2,65.42,458,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.52,7.14,7,7.17,7.64,7.093999999999999,
42,42,43,1310905014.0,AEIE,M,21,MADHYAMIK PARIKSHA(SECONDARY EXAMINATION),WEST BENGAL BOARD OF SECONDARY EDUCATION,BASUDEBPUR VIDYASAGAR BIDYAPITH,"1. BENGALI (1ST PAPER AND 2ND PAPER) , 2. ENGLISH , 3. MATHEMATICS , 4. PHYSICAL SCIENCE , 5. LIFE SCIENCE , 6. HISTORY , 7. GEOGRAPHY",BENGALI,2011.0,84,84,671,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,VIDYASAGAR VIDYAPITH,"1. BENGALI , 2. ENGLISH , 3. PHYSICS , 4. CHEMISTRY , 5. MATHEMATICS , 6. BIOLOGICAL SCIENCES , 7. ENVIRONMENTAL EDUCATION",BENGALI,2013.0,78.0,79.0,547,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.78,8.79,8.85,8.76,8.84,8.604,
43,43,44,1310905026.0,AEIE,M,21,I.C.S.E,"COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS, NEW DELHI",ST.MARY'S ORPHANAGE & DAY SCHOOL,"ENGLISH , BENGALI , ENVIRONMENTAL EDUCATION, HISTORY , CIVICS & GEOGRAPHY, MATHEMATICS, SCIENCE(PHYSICS,CHEMISTRY, BIOLOGY), COMPUTER APPLICATIONS,",ENGLISH,2011.0,84.57,84.57,592,700,I.S.C,"COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS, NEW DELHI",ST.JOSEPH'S COLLEGE,"ENGLISH, BENGALI, MATHAMATICS, PHYSICS, CHEMISTRY, BIOLOGY",ENGLISH,2013.0,76.16,76.16,457,600.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.44,7.52,7.78,7.52,7.88,7.628,
44,44,45,1310905115.0,AEIE,F,22,Madhyamik Pariksha (Secondary Examination),West Bengal Board of Secondary Education,Shri Shikshayatan,"First Language(Bengali)-1st Paper, First Language(Bengali)-2nd Paper, Second Language(English), Mathematics, Physical Science, Life Science, History, Geography, Optional(Mathematics)",English,2010.0,79.75,76.66,690,900,Higher Secondary Examination,West Bengal Council of Higher Secondary Education,St. John's Diocesan Girls' Higher Secondary School,"First Language (Bengali), Second Language (English), Chemistry, Maths, Physics, Biology, Envioronmental Education",ENGLISH,2012.0,72.33,73.42,514,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.78,9.14,8.07,8.93,8.56,8.696000000000002,
45,45,46,1310905025.0,AEIE,F,21,MADHYAMIK PARIKSHA(SECONDARY EXAMINATION),WEST BENGAL BOARD OF SECONDARY EDUCATION,JADAVPUR BIDYAPITH,"BENGALI(FIRST LANGUAGE),ENGLISH(SECOND LANGUAGE),MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2011.0,81,81,645,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONADRY EDUCATION,JADAVPUR BIDYAPITH,"BENGALI,ENGLISH,CHEMISTRY, MATHEMATICS,PHYSICS,BIOLOGY, ENVIRONMENTAL SCIENCE",BENGALI,2013.0,56.0,59.0,410,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.11,7.48,7.59,7.9,7.92,7.6,
46,46,47,1310905032.0,AEIE,F,21,I.C.S.E,"COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS, NEW DELHI",ST. JOSEPH'S SCHOOL,"ENGLISH,HINDI,ENVIRONMENTAL EDUCATION,(HISTORY,CIVICS & GEOGRAPHY),MATHEMATICS,SCIENCE(PHYSICS,CHEMISTRY,BIOLOGY),COMPUTER APPLICATIONS",ENGLISH,2011.0,82,82,574,700,SENIOR SCHOOL CERTIFICATE EXAMINATIONS,CENTRAL BOARD OF SECONDARY EDUCATION,ADWAITA MISSION HIGH SCHOOL,ENGLISH CORE; MUSIC HINDI VOCAL; MATHEMATICS; PHYSICS; CHEMISTRY; PHYSICAL EDUCATION,ENGLISH,2013.0,71.8,73.33,440,600.0,,,,,,,BIHAR,WBJEE,2013.0,2017.0,6.41,7.0,6.89,7.48,8.24,7.204000000000001,
47,47,48,1310905005.0,AEIE,M,22,MADHYAMIK PARIKSHA(SECONDARY EXAMINATION),WEST BENGAL BOARD OF SECONDARY EDUCATION,BADURIA L.M.S HIGH SCHOOL,"BENGALI(FIRST LANGUAGE),ENGLISH(SECOND LANGUAGE),MATHEMATICS, PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2011.0,82.37,82.37,659,800,HIGHER SECONDARY,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,BADURIA L.M.S HIGH SCHOOL,"BENGALI,ENGLISH,CHEMISTRY, MATHEMATICS,PHYSICS,BIOLOGICAL SCIENCES,ENVIRONMENTAL EDUCATION",BENGALI,2013.0,82.4,84.28,590,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.3,8.41,8.63,8.72,8.6,8.532,
48,48,49,1410905067.0,AEIE,M,20,MADHYAMIK PARIKSHA(SECONDARY EXAMINATION),West Bengal Board of Secondary Education,Manindranagar High School,"Bengali 1&2 Paper,English,Mathematics,Physical Science,Life Science,History,Geography",BENGALI,2011.0,54.37,54.37,435,800,,,,,,,,,,,Electronics & Instrumentation Engineering,West Bengal State Council of Technical Education,Murshidabad Institute of Technology,ENGLISH,2014,71,WEST BENGAL,JELET,2013.0,2017.0,,,5.7,5.93,5.7,5.776666666666666,3.0
49,49,50,1410905065.0,AEIE,F,22,MADHYAMIK PARIKSHA(SECONDARY EXAMINATION),WEST BENGAL BOARD OF SECONDARY EDUCATION,BANDIIPUR IDEAL ACADEMY FOR GIRLS,"Bengali 1&2 Paper,English,Mathematics,Physical Science,Life Science,History,Geography",BENGALI,2009.0,83.63,84.33,759,900,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,SODEPUR CHANDRACHUR VIDYAPITH FOR GIRLS,"BENGALI,ENGLISH,CHEMISTRY,MATHEMATICS,PHYSICAL SCIENCE,BIOLOGICAL SCIENCE,ENVIRONMENTAL SCIENCE",BENGALI,2011.0,71.8,69.71,488,700.0,ELECTRONICS & INSTRUMENTATION ENGINEERING,WEST BENGAL STATE COUNCIL OF TECHNICAL EDUCATION,NORTH CALCUTTA POLYTECHNIC,ENGLISH,2014,86.4,WEST BENGAL,JELET,2014.0,2017.0,,,7.89,8.97,8.12,8.326666666666666,
50,50,51,1410905060.0,AEIE,F,23,MADHYAMIK PARIKSHA(SECONDARY EXAMINATION),WEST BENGAL BOARD OF SECONDARY EDUCATION,BERHAMPORE MAHARANI KASISWARI GIRLS HIGH SCHOOL,"FIRST LANGUAGE-(1ST PAPER),FIRST LANGUAGE-(2ND PAPER),SECOND LANGUAGE,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2009.0,71.87,71.87,575,800,,,,,,,,,,,ELECTRONICS & INSTRUMENTATION ENGINEERING,WEST BENGAL STATE COUNCIL OF TECHNICAL EDUCATION,MURSHIDABAD INSTITUTE OF TECHNOLOGY,ENGLISH,2014,76.3,WEST BENGAL,JELET,2014.0,2017.0,,,6.7,7.59,7.32,7.203333333333333,
51,51,52,1410905066.0,AEIE,M,23,AISSE,CENTRAL BOARD OF SECONDARY EDUCATION,SRI KRISHNA MISSION,"ENGLISH,BENGALI,SCIENCE,SOCIAL SCIENCE,MATHEMATICS",ENGLISH,2009.0,82,82.2,411,500,,,,,,,,,,,INDUSTRIAL ELECTRONICS,MAHARASHTRA STATE BOARD OF TECHNICAL EDUCATION,"BHARTI VIDYAPEETH, JAWAHARLAL NEHRU INSTITUTE OF TECHNOLOGY",ENGLISH,2014,63,TRIPURA,JELET,2014.0,2017.0,,,5.78,5.79,6.04,5.87,3.0
52,52,53,1410905069.0,AEIE,M,24,MADHYAMIK PARIKSHA,WEST BENGAL BOARD OF SECONDARY EDUCATION,THE SCOTTISH CHURCH COLLEGIATE SCHOOL,"FIRST LANGUAGE - ( BENGALI 1ST PAPER , 2ND PAPER ) , SECOND LANGUAGE - ENGLISH , MATHEMATICS, PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY, GEOGRAPHY",BENGALI,2009.0,66.12,66.12,529,800,,,,,,,,,,,ELECTRONICS & INSTRUMENTATION ENGINEERING ( E.I.E ),WEST BENGAL STATE COUNCIL OF TECHNICAL EDUCATION,BIRLA INSTITUTE OF TECHNOLOGY,ENGLISH,2014,77,WEST BENGAL,JELET,2014.0,2017.0,,,6.15,5.34,5.76,5.75,2.0
53,53,54,1410905064.0,AEIE,F,22,MADHYAMIK PARIKSHA,WEST BENGAL BOARD OF SECONDARY EDUCATION,NEBADHAI BALIKA VIDYALAYA,"FIRST LANGUAGE_(1ST PAPER),FIRST LANGUAGE_(2ND PAPER),SECOND LANGUAGE,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2009.0,79,78.5,628,800,HIGHER SECONDARY,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,NEBADHAI BALIKA VIDYALAYA,"BENGALI,ENGLISH,CHEMISTRY,PHYSICS,MATHEMATICS,BIOLOGY,ENVIRONMENTAL SCIENCE",BENGALI,2011.0,62.0,60.14,421,700.0,ELECTRONICS & INSTRUMENTATION ENGINEERING,WEST BENGAL STATE COUNCIL OF TECHNICAL EDUCATION,NORTH CALCUTTA POLYTECHNIC,ENGLISH,2014,82.5,WEST BENGAL,JELET,2014.0,2017.0,,,7.93,8.86,7.88,8.223333333333333,
54,54,55,1310906001.0,BME,M,21,INDIAN SCHOOL CERTIFICATE EXAMINATION,COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS,JULIEN DAY SCHOOL,"ENGLISH,BENGALI,ENVIRONMENTAL EDUCATION,HISTORY,CIVICS AND GEOGRAPHY,MATHEMATICS,PHYSICS,BIOLOGY,CHEMISTRY,COMPUTER APPLICATIONS",ENGLISH,2011.0,84.6,81.85,573,700,INDIAN SCHOOL CERTIFICATE EXAMINATIONS,COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS,JULIEN DAY SCHOOL,"ENGLISH,MATHEMATICS,PHYSICS,CHEMISTRY,BIOLOGY",ENGLISH,2013.0,71.0,67.6,338,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.44,6.66,7.72,8.69,9.0,7.901999999999999,
55,55,56,1310906019.0,BME,M,20,MADHYAMIK,WBBSE,DAHALA HIGH SCHOOL,SCIENCE,BENGALI,2011.0,74.44,74.44,670,900,HIGHER SECONDARY,WBCHSE,KHATRA HIGH SCHOOL,SCIENCE,BENGALI,2013.0,71.2,71.2,351,500.0,,,,,,,,WBJEE,2013.0,2017.0,7.1,7.0,7.14,7.0,7.38,7.124,
56,56,57,1310906017.0,BME,M,21,AISCE,CBSE,B.D.MEMORIAL ISTITUTE,"ENGLISH COMMUNICATION,BENGALI,MATHEMATICS,SCIENCE,SOCIAL SCIENCE,FOUNDATION OF IT",ENGLISH,2011.0,95,93.1,"CGPA-9.8                                                                                                                                                                                                                                       (ENGLISH COMMUNICATION- 10, BENGALI-9.8, MATHEMATICS- 10, SCIENCE- 10, SOCIAL SCIENCE-10, FOUNDATION OF IT- 10)",,AISSCE,CBSE,B.D.MEMORIAL INSTITUTE,"ENGLISH CORE, BIOLOGY, PHYSICS, CHEMISTRY, MATHEMATICS, PHYSICAL EDUCATION",ENGLISH,2013.0,79.2,75.83,"455                                                                                                                                                                                                                                                                                                                                        ENGLISH CORE-61, BIOLOGY-93, PHYSICS-81,CHEMISTRY- 71, MATHEMATICS-59, PHYSICAL EDUCATION-90",,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.07,7.86,8.31,8.85,8.88,8.394000000000002,
57,57,58,1310906002.0,BME,M,23,MADHYAMIK PARIKSHA,W.B.B.S.E,DUBRAJPUR SRI SRI SARADA VIDYAPITH,"BENGALI,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,OPTIONAL ELECTIVE SUBJECT-WORK EDUCATION",BENGALI,2010.0,75.12,75.77,682,900,HIGHER SECONDARY,W.B.C.H.S.E,"PALASDANGA HIGH SCHOOL,BANKURA,WEST BENGAL","BENGALI,ENGLISH,CHEMISTRY,MATHEMATICS,PHYSICS,BIOLOGICAL SCIENCE",BENGALI,2012.0,70.0,71.71,502,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.52,7.9,7.9,8.58,8.54,8.088,
58,58,59,1310906009.0,BME,F,23,ICSE,"CISCE, NEW DELHI","SAIFEE HALL S.G.J. ENG. PUBLIC SCHOOL, KOLKATA","  ENGLISH, HINDI, ENVIRONMENTAL EDUCATION, HISTORY CIVICS AND GEOGRAPHY, MATHEMATICS, SCIENCE, COMPUTER APPLICATIONS",ENGLISH,2009.0,85,83,581,700,ISC,"CISCE, NEW DELHI","SAIFEE HALL S.G.J. ENG. PUBLIC. SCHOOL, KOLKATA","ENGLISH, ENVIRONMENTAL EDUCATION, HINDI, MATHEMATICS, PHYSICS, CHEMISTRY, BIOLOGY",ENGLISH,2011.0,85.75,80.57,564,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.59,7.03,8.31,8.46,9.19,8.116,
59,59,60,1310906013.0,BME,F,21,INDIAN CERTIFICATE OF SECONDARY EDUCATION EXAMINATION,"COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS,NEW DELHI",ST.SEBASTIAN'S SCHOOL,"ENGLISH,BENGALI,ENVIRONMENTAL EDUCATION,HISTORY,CIVICS & GEOGRAPHY,MATHEMATICS,SCIENCE(PHYSICS,CHEMISTRY,BIOLOGY),COMPUTER APPLICATIONS",ENGLISH,2011.0,80.2,77.57,543,700,INDIAN SCHOOL CERTIFICATE EXAMINATION,"COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS,NEW DELHI",ST.SEBASTIAN'S SCHOOL,"ENGLISH,BENGALI,MATHEMATICS,PHYSICS,CHEMISTRY,BIOLOGY",ENGLISH,2013.0,75.5,68.67,412,600.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.37,7.52,8.31,8.54,9.54,8.256,
60,60,61,1310906012.0,BME,F,20,SECONDARY SCHOOL EXAMINATION(SESSION: 2009-11),"CENTRAL BOARD OF SECONDARY EDUCATION,DELHI",08030-PITTS MODERN SCHOOL GOMIA BOKARO JHARKHAND,"ENGLISH COMM. , COMM.SANSKRIT,MATHEMATICS,SCIENCE, SOCIAL SCIENCE",ENGLISH,2011.0,87.4,87.4,437,,"ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION,2013",CENTRAL BOARD OF SECONDARY EDUCATION,08030 PITTS MODERN SCHOOL GOMIA BOKARO JHARKHAND,"ENGLISH CORE, MATHEMATICS,PHYSICS,CHEMISTRY,COMPUTER SCIENCE ",ENGLISH,2013.0,86.4,86.4,432,,,,,,,,JHARKHAND,WBJEE,2013.0,2017.0,7.33,7.52,6.97,8.19,8.58,7.717999999999999,
61,61,62,1310906015.0,BME,M,20,SECONDARY EXAMINATION,WBBSE,HOWRAH ZILLA SCHOOL,BENGALI-ENGLISH-MATHEMATICS-PHYSICAL SCIENCE-LIFE SCIENCE-HISTORY-GEOGRAPHY,BENGALI,2011.0,78.2,77.5,620,800,HIGHER SECONDARY EDUCATION,WBCHSE,HOWRAH ZILLA SCHOOL,BENGALI-ENGLISH-CHEMISTRY-MATHEMATICS-PHYSICS-BIOLOGY-ENVIRONMENTAL SCIENCE,BENGALI,2013.0,76.6,71.4,357,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.11,7.31,7.52,7.65,7.73,7.463999999999999,
62,62,63,1310906022.0,BME,F,21,MADHYAMIK PARIKSHA,W.B.B.S.E,SONARPUR VIDYAPITH,"BENGALI 1ST PAPER,BENGALI 2ND PAPER,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2011.0,75.25,75.25,66.5+66.5+61+95+95+80+70+68=602,800,HIGHER SECONDARY EXAMINATION,W.B.C.H.S.E,SONARPUR VIDYAPITH,"BENGALI,ENGLISH,CHEMISTRY,MATHEMATICS,PHYSICS,BIOLOGY,ENVIRONMENT",BENGALI,2013.0,57.6,59.0,50+56+57+47+63+62+78=413,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.67,7.34,8,8.42,8.81,7.848000000000001,
63,63,64,1310906004.0,BME,F,22,INDIAN CERTIFICATE OF SECONDARY EDUCATION EXAMINATION,"COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS, NEW DELHI",DREAMLAND SCHOOL,"ENGLISH, BENGALI, ENVIRONMENTAL EDUCATION, HISTORY CIVICS AND GEOGRAPHY, MATHEMATICS, SCIENCE(PHYSICS, CHEMISTRY, BIOLOGY), COMPUTER APPLICATIONS",ENGLISH,2011.0,87,85.2857,83+86+90+90+86+86+76=597,700,INDIAN SCHOOL CERTIFICATE EXAMINATION,"COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS, NEW DELHI",DREAMLAND SCHOOL,"ENGLISH, BENGALI, MATHEMATICS, PHYSICS, CHEMISTRY, BIOLOGY",ENGLISH,2013.0,84.25,81.5,88+83+74+78+80+86=489,600.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.52,8.9,9.14,9.04,9.23,8.966,
64,64,65,1310906003.0,BME,F,20,MADHYAMIK PARIKSHA (SECONDARY EXAMINATION),WEST BENGAL BOARD OF SECONDARY EDUCATION,BAGBAZAR MULTIPURPOSE GIRLS SCHOOL (GOVT.SPONS.),BENGALI+ENGLISH+MATHEMATICS+PHYSICAL SCIENCE+LIFE SCIENCE+HISTORY+GEOGRAPHY,BENGALI,2011.0,85.13,85.13,681,800,HIGHER SECONDARY,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,BIDHANNAGAR GOVT.HIGH SCHOOL,BENGALI+ENGLISH+BIOLOGICAL SCIENCE+CHEMISTRY+PHYSICS+MATHEMATICS,ENGLISH,2013.0,74.6,73.43,514,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.37,8.03,8.79,9.04,9.54,8.553999999999998,
65,65,66,1310906018.0,BME,F,21,SECONDARY EXAMINATION/ MADHYAMIK PARIKSHA,WEST BENGAL BOARD OF SECONDARY EDUCATION,SOUTH POINT HIGH SCHOOL,"BENGALI, ENGLISH, MATHEMATICS, PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY, GEOGRAPHY",ENGLISH,2011.0,84.5,84.5,675,800,HIGHER SECONDARY EXAMINATION ,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,SOUTH POINT HIGH SCHOOL,"BENGALI, ENGLISH, CHEMISTRY, MATHEMATICS, PHYSICS, BIOLOGY, ENVIRONMENTAL SCIENCE",ENGLISH,2013.0,67.4,67.6,473,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.41,7.79,8.24,8.46,8.69,8.117999999999999,
